"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","inCommunity","annotatedInCommunity","viralTarget"
"2571","query_1",TRUE,0.012719011054252,2,7,1,0.142857142857143,0.5,"GO:0017176","hsapien_HuRI_GOMF_EXP","phosphatidylinositol N-acetylglucosaminyltransferase activity",7702,953,"X","PIGP","CREB3L1,IER3IP1,ITGAM,PIGP,PLP1,TMEM14B,TMEM229B","CREB3L1,IER3IP1,ITGAM,PIGP,PLP1,TMEM14B,TMEM229B","CREB3L1,TMEM14B"
"2603.11","query_1",TRUE,0.0155753108309842,2,6,1,0.166666666666667,0.5,"GO:0086008","hsapien_HuRI_GOMF_EXP","voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization",7702,906,"X","KCNE5","KCNE5,PGRMC1,SGTA,SGTB,UBQLN2,ZG16B","KCNE5,PGRMC1,SGTA,SGTB,UBQLN2,ZG16B","SGTA,UBQLN2"
"2603.21","query_1",TRUE,0.0233553820173504,3,6,1,0.166666666666667,0.333333333333333,"GO:1904288","hsapien_HuRI_GOMF_EXP","BAT3 complex binding",7702,351,"X","SGTA","KCNE5,PGRMC1,SGTA,SGTB,UBQLN2,ZG16B","KCNE5,PGRMC1,SGTA,SGTB,UBQLN2,ZG16B","SGTA,UBQLN2"
"2635.11","query_1",TRUE,0.0226859887261005,5,7,1,0.142857142857143,0.2,"GO:0061665","hsapien_HuRI_GOMF_EXP","SUMO ligase activity",7702,125,"X","PIAS2","FKBP6,KHNYN,MEI4,MX1,NME7,PIAS2,TEPSIN","FKBP6,KHNYN,MEI4,MX1,NME7,PIAS2,TEPSIN","MEI4,TEPSIN"
"2635.21","query_1",TRUE,0.0407712017088935,9,7,1,0.142857142857143,0.111111111111111,"GO:0019789","hsapien_HuRI_GOMF_EXP","SUMO transferase activity",7702,959,"X","PIAS2","FKBP6,KHNYN,MEI4,MX1,NME7,PIAS2,TEPSIN","FKBP6,KHNYN,MEI4,MX1,NME7,PIAS2,TEPSIN","MEI4,TEPSIN"
"2695","query_1",TRUE,0.0303828706566266,773,8,4,0.5,0.00517464424320828,"GO:0042802","hsapien_HuRI_GOMF_EXP","identical protein binding",7702,1843,"X,X,X,X","CYSRT1,HOXA1,KRTAP9-2,KRTAP9-3","CREB5,CYSRT1,HOXA1,KRT31,KRTAP4-12,KRTAP5-6,KRTAP9-2,KRTAP9-3","CREB5,CYSRT1,HOXA1,KRT31,KRTAP4-12,KRTAP5-6,KRTAP9-2,KRTAP9-3","KRT31,KRTAP4-12"
"2769.11","query_1",TRUE,0.00623214749415713,1,6,1,0.166666666666667,1,"GO:1903981","hsapien_HuRI_GOMF_EXP","enterobactin binding",7702,1081,"X","LCN2","LAIR2,LCN2,SGTA,UBQLN1,UBQLN2,WFDC12","LAIR2,LCN2,SGTA,UBQLN1,UBQLN2,WFDC12","SGTA,UBQLN1,UBQLN2"
"2769.21","query_1",TRUE,0.0102384475309872,773,6,4,0.666666666666667,0.00517464424320828,"GO:0042802","hsapien_HuRI_GOMF_EXP","identical protein binding",7702,1843,"X,X,X,X","LCN2,SGTA,UBQLN1,UBQLN2","LAIR2,LCN2,SGTA,UBQLN1,UBQLN2,WFDC12","LAIR2,LCN2,SGTA,UBQLN1,UBQLN2,WFDC12","SGTA,UBQLN1,UBQLN2"
"2769.31","query_1",TRUE,0.0186843056138803,3,6,1,0.166666666666667,0.333333333333333,"GO:1904288","hsapien_HuRI_GOMF_EXP","BAT3 complex binding",7702,351,"X","SGTA","LAIR2,LCN2,SGTA,UBQLN1,UBQLN2,WFDC12","LAIR2,LCN2,SGTA,UBQLN1,UBQLN2,WFDC12","SGTA,UBQLN1,UBQLN2"
"2831.11","query_1",TRUE,0.00454427421448966,1,7,1,0.142857142857143,1,"GO:0047408","hsapien_HuRI_GOMF_EXP","alkenylglycerophosphocholine hydrolase activity",7702,1269,"X","TMEM86B","ARL6IP1,HSD17B13,LIME1,MIEF2,PTPN9,REEP6,TMEM86B","ARL6IP1,HSD17B13,LIME1,MIEF2,PTPN9,REEP6,TMEM86B","ARL6IP1,REEP6"
"2831.21","query_1",TRUE,0.00454427421448966,1,7,1,0.142857142857143,1,"GO:0047409","hsapien_HuRI_GOMF_EXP","alkenylglycerophosphoethanolamine hydrolase activity",7702,1849,"X","TMEM86B","ARL6IP1,HSD17B13,LIME1,MIEF2,PTPN9,REEP6,TMEM86B","ARL6IP1,HSD17B13,LIME1,MIEF2,PTPN9,REEP6,TMEM86B","ARL6IP1,REEP6"
"2877","query_1",TRUE,0.0380827784778115,7,7,1,0.142857142857143,0.142857142857143,"GO:0005164","hsapien_HuRI_GOMF_EXP","tumor necrosis factor receptor binding",7702,998,"X","TRAF1","CCHCR1,KRT75,LRRN1,RCOR3,TRAF1,TRIM54,USHBP1","CCHCR1,KRT75,LRRN1,RCOR3,TRAF1,TRIM54,USHBP1","TRAF1,TRIM54"
"2895.11","query_1",TRUE,0.00727083874318279,1,8,1,0.125,1,"GO:0004506","hsapien_HuRI_GOMF_EXP","squalene monooxygenase activity",7702,1593,"X","SQLE","CREB3L1,ERG28,LYPD5,NCR3LG1,SQLE,TMEM14B,TMEM222,TSPO","CREB3L1,ERG28,LYPD5,NCR3LG1,SQLE,TMEM14B,TMEM222,TSPO","CREB3L1,LYPD5,TMEM14B"
"2895.21","query_1",TRUE,0.0145350684912743,2,8,1,0.125,0.5,"GO:0071949","hsapien_HuRI_GOMF_EXP","FAD binding",7702,1451,"X","SQLE","CREB3L1,ERG28,LYPD5,NCR3LG1,SQLE,TMEM14B,TMEM222,TSPO","CREB3L1,ERG28,LYPD5,NCR3LG1,SQLE,TMEM14B,TMEM222,TSPO","CREB3L1,LYPD5,TMEM14B"
"2916.11","query_1",TRUE,0.0198649701376192,1,9,1,0.111111111111111,1,"GO:0035402","hsapien_HuRI_GOMF_EXP","histone kinase activity (H3-T11 specific)",7702,137,"X","PKN1","CEP70,MAGOH,MKRN3,PKN1,SMYD3,SOD2,ZKSCAN8,ZNF587,ZRANB1","CEP70,MAGOH,MKRN3,PKN1,SMYD3,SOD2,ZKSCAN8,ZNF587,ZRANB1","MKRN3,ZRANB1"
"2916.21","query_1",TRUE,0.0198649701376192,1,9,1,0.111111111111111,1,"GO:0004784","hsapien_HuRI_GOMF_EXP","superoxide dismutase activity",7702,875,"X","SOD2","CEP70,MAGOH,MKRN3,PKN1,SMYD3,SOD2,ZKSCAN8,ZNF587,ZRANB1","CEP70,MAGOH,MKRN3,PKN1,SMYD3,SOD2,ZKSCAN8,ZNF587,ZRANB1","MKRN3,ZRANB1"
"2999.11","query_1",TRUE,0.00464009440161734,46,6,2,0.333333333333333,0.0434782608695652,"GO:0008017","hsapien_HuRI_GOMF_EXP","microtubule binding",7702,1091,"X,X","FAM161A,MID2","CARD9,FAM161A,KANK2,KIFC3,MID2,ZRANB1","CARD9,FAM161A,KANK2,KIFC3,MID2,ZRANB1","CARD9,ZRANB1"
"2999.21","query_1",TRUE,0.0419987611569372,6,6,1,0.166666666666667,0.166666666666667,"GO:0050700","hsapien_HuRI_GOMF_EXP","CARD domain binding",7702,155,"X","CARD9","CARD9,FAM161A,KANK2,KIFC3,MID2,ZRANB1","CARD9,FAM161A,KANK2,KIFC3,MID2,ZRANB1","CARD9,ZRANB1"
"3035.11","query_1",TRUE,0.0154505323292649,1,7,1,0.142857142857143,1,"GO:0046625","hsapien_HuRI_GOMF_EXP","sphingolipid binding",7702,295,"X","TRAF2","KANK2,MKRN3,MORN3,SCNM1,SORBS3,TRAF2,VCL","KANK2,MKRN3,MORN3,SCNM1,SORBS3,TRAF2,VCL","MKRN3,TRAF2"
"3035.21","query_1",TRUE,0.0154505323292649,1,7,1,0.142857142857143,1,"GO:0043120","hsapien_HuRI_GOMF_EXP","tumor necrosis factor binding",7702,940,"X","TRAF2","KANK2,MKRN3,MORN3,SCNM1,SORBS3,TRAF2,VCL","KANK2,MKRN3,MORN3,SCNM1,SORBS3,TRAF2,VCL","MKRN3,TRAF2"
"3038.11","query_1",TRUE,0.000857374035167871,10,7,2,0.285714285714286,0.2,"GO:0031996","hsapien_HuRI_GOMF_EXP","thioesterase binding",7702,1833,"X,X","TRAF2,TRAF5","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,TRAF2"
"3038.21","query_1",TRUE,0.0245390807582442,1,7,1,0.142857142857143,1,"GO:0046625","hsapien_HuRI_GOMF_EXP","sphingolipid binding",7702,295,"X","TRAF2","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,TRAF2"
"3038.31","query_1",TRUE,0.0245390807582442,1,7,1,0.142857142857143,1,"GO:0140296","hsapien_HuRI_GOMF_EXP","general transcription initiation factor binding",7702,733,"X","THAP7","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,TRAF2"
"3038.41","query_1",TRUE,0.0245390807582442,1,7,1,0.142857142857143,1,"GO:0043120","hsapien_HuRI_GOMF_EXP","tumor necrosis factor binding",7702,940,"X","TRAF2","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,TRAF2"
"3038.51","query_1",TRUE,0.0245390807582442,1,7,1,0.142857142857143,1,"GO:0031493","hsapien_HuRI_GOMF_EXP","nucleosomal histone binding",7702,951,"X","THAP7","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,TRAF2"
"3038.61","query_1",TRUE,0.0245390807582442,1,7,1,0.142857142857143,1,"GO:0106153","hsapien_HuRI_GOMF_EXP","phosphorylated histone binding",7702,1504,"X","THAP7","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,TRAF2"
"3038.71","query_1",TRUE,0.0490590426378291,2,7,1,0.142857142857143,0.5,"GO:0140090","hsapien_HuRI_GOMF_EXP","membrane curvature sensor activity",7702,1635,"X","PICK1","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,MOS,PICK1,THAP7,TRAF2,TRAF5,USHBP1","CDC37,TRAF2"
"3109.11","query_1",TRUE,0.0103869124902611,1,8,1,0.125,1,"GO:0036105","hsapien_HuRI_GOMF_EXP","peroxisome membrane class-1 targeting sequence binding",7702,1271,"X","PEX19","AGR2,MYL7,PEX19,PEX3,PSORS1C2,SGTA,SUOX,UBQLN2","AGR2,MYL7,PEX19,PEX3,PSORS1C2,SGTA,SUOX,UBQLN2","SGTA,UBQLN2"
"3109.21","query_1",TRUE,0.0311324205630592,3,8,1,0.125,0.333333333333333,"GO:1904288","hsapien_HuRI_GOMF_EXP","BAT3 complex binding",7702,351,"X","SGTA","AGR2,MYL7,PEX19,PEX3,PSORS1C2,SGTA,SUOX,UBQLN2","AGR2,MYL7,PEX19,PEX3,PSORS1C2,SGTA,SUOX,UBQLN2","SGTA,UBQLN2"
"3208.11","query_1",TRUE,0.00623214749415713,1,6,1,0.166666666666667,1,"GO:1990275","hsapien_HuRI_GOMF_EXP","preribosome binding",7702,193,"X","NVL","DESI1,NME3,NVL,RNF4,UBQLN1,UBQLN2","DESI1,NME3,NVL,RNF4,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"3208.21","query_1",TRUE,0.0124602486647873,2,6,1,0.166666666666667,0.5,"GO:0061676","hsapien_HuRI_GOMF_EXP","importin-alpha family protein binding",7702,1906,"X","DESI1","DESI1,NME3,NVL,RNF4,UBQLN1,UBQLN2","DESI1,NME3,NVL,RNF4,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"3286","query_1",TRUE,0.024872000274224,6,8,1,0.125,0.166666666666667,"GO:0004407","hsapien_HuRI_GOMF_EXP","histone deacetylase activity",7702,816,"X","SUDS3","BYSL,GOLGA6L9,JRK,LDOC1,NXT2,PRICKLE1,RASSF10,SUDS3","BYSL,GOLGA6L9,JRK,LDOC1,NXT2,PRICKLE1,RASSF10,SUDS3","BYSL,GOLGA6L9,RASSF10"
"3320.11","query_1",TRUE,0.00908854842897933,1,7,1,0.142857142857143,1,"GO:0003857","hsapien_HuRI_GOMF_EXP","3-hydroxyacyl-CoA dehydrogenase activity",7702,253,"X","EHHADH","CREB3L1,EHHADH,ORMDL1,RUSF1,SLC30A8,TMEM14B,TMEM35A","CREB3L1,EHHADH,ORMDL1,RUSF1,SLC30A8,TMEM14B,TMEM35A","CREB3L1,EHHADH,TMEM14B"
"3320.21","query_1",TRUE,0.00908854842897933,1,7,1,0.142857142857143,1,"GO:0016509","hsapien_HuRI_GOMF_EXP","long-chain-3-hydroxyacyl-CoA dehydrogenase activity",7702,362,"X","EHHADH","CREB3L1,EHHADH,ORMDL1,RUSF1,SLC30A8,TMEM14B,TMEM35A","CREB3L1,EHHADH,ORMDL1,RUSF1,SLC30A8,TMEM14B,TMEM35A","CREB3L1,EHHADH,TMEM14B"
"3320.31","query_1",TRUE,0.00908854842897933,1,7,1,0.142857142857143,1,"GO:0004300","hsapien_HuRI_GOMF_EXP","enoyl-CoA hydratase activity",7702,1543,"X","EHHADH","CREB3L1,EHHADH,ORMDL1,RUSF1,SLC30A8,TMEM14B,TMEM35A","CREB3L1,EHHADH,ORMDL1,RUSF1,SLC30A8,TMEM14B,TMEM35A","CREB3L1,EHHADH,TMEM14B"
"3320.41","query_1",TRUE,0.045371977452201,5,7,1,0.142857142857143,0.2,"GO:0005385","hsapien_HuRI_GOMF_EXP","zinc ion transmembrane transporter activity",7702,1390,"X","SLC30A8","CREB3L1,EHHADH,ORMDL1,RUSF1,SLC30A8,TMEM14B,TMEM35A","CREB3L1,EHHADH,ORMDL1,RUSF1,SLC30A8,TMEM14B,TMEM35A","CREB3L1,EHHADH,TMEM14B"
"3442","query_1",TRUE,0.0109062581147752,1,7,1,0.142857142857143,1,"GO:0005136","hsapien_HuRI_GOMF_EXP","interleukin-4 receptor binding",7702,709,"X","PIBF1","CCHCR1,CDC37,GOLGA2,KIFC3,L3MBTL2,PIBF1,POU6F2,SSUH2","CCHCR1,CDC37,GOLGA2,KIFC3,L3MBTL2,PIBF1,POU6F2","CDC37,GOLGA2"
"3474","query_1",TRUE,0.0303659383722636,2,9,1,0.111111111111111,0.5,"GO:0070840","hsapien_HuRI_GOMF_EXP","dynein complex binding",7702,679,"X","RAB29","KRT27,LDOC1,PLEKHF2,RAB29,TCEANC,TRIM32,TTC23,USHBP1,ZFYVE26","KRT27,LDOC1,PLEKHF2,RAB29,TCEANC,TRIM32,TTC23,USHBP1,ZFYVE26","KRT27,TRIM32,TTC23"
"3485.1","query_1",TRUE,0.0155753108309842,2,6,1,0.166666666666667,0.5,"GO:0015265","hsapien_HuRI_GOMF_EXP","urea channel activity",7702,609,"X","SLC14A1","CREB3L1,MARCHF2,PLPPR2,RHD,SCN3B,SLC14A1,TMEM14B,TMIE","CREB3L1,MARCHF2,PLPPR2,SCN3B,SLC14A1,TMEM14B","CREB3L1,TMEM14B"
"3485.2","query_1",TRUE,0.0233553820173504,3,6,1,0.166666666666667,0.333333333333333,"GO:0086006","hsapien_HuRI_GOMF_EXP","voltage-gated sodium channel activity involved in cardiac muscle cell action potential",7702,281,"X","SCN3B","CREB3L1,MARCHF2,PLPPR2,RHD,SCN3B,SLC14A1,TMEM14B,TMIE","CREB3L1,MARCHF2,PLPPR2,SCN3B,SLC14A1,TMEM14B","CREB3L1,TMEM14B"
"3514","query_1",TRUE,0.0272302583448831,5,6,1,0.166666666666667,0.2,"GO:0042609","hsapien_HuRI_GOMF_EXP","CD4 receptor binding",7702,132,"X","SPG21","ATPAF2,IKZF3,LNX1,POLR3F,SPG21,TEKT4","ATPAF2,IKZF3,LNX1,POLR3F,SPG21,TEKT4","IKZF3,TEKT4"
"3682","query_1",TRUE,0.0336524113761207,13,5,1,0.2,0.0769230769230769,"GO:0031593","hsapien_HuRI_GOMF_EXP","polyubiquitin modification-dependent protein binding",7702,1356,"X","UBQLN1","RASSF5,SLC66A2,TMEM31,TMEM44,UBQLN1,UBQLN2","RASSF5,SLC66A2,TMEM31,UBQLN1,UBQLN2","UBQLN1,UBQLN2"
"3738.11","query_1",TRUE,0.0163466440119138,3,7,1,0.142857142857143,0.333333333333333,"GO:1904288","hsapien_HuRI_GOMF_EXP","BAT3 complex binding",7702,351,"X","SGTA","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","CTAG1A,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3738.21","query_1",TRUE,0.0164955472825434,773,7,4,0.571428571428571,0.00517464424320828,"GO:0042802","hsapien_HuRI_GOMF_EXP","identical protein binding",7702,1843,"X,X,X,X","CTAG1A,SGTA,UBQLN1,UBQLN2","CTAG1A,CTAG1B,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","CTAG1A,RNASE10,SGTA,SGTB,UBE2V1,UBQLN1,UBQLN2","SGTA,UBQLN1,UBQLN2"
"3746","query_1",TRUE,0.029004149962089,8,7,1,0.142857142857143,0.125,"GO:0070530","hsapien_HuRI_GOMF_EXP","K63-linked polyubiquitin modification-dependent protein binding",7702,439,"X","ZRANB1","GOLGA6L9,RINT1,RNF39,STAMBPL1,VAV3,ZNF835,ZRANB1","GOLGA6L9,RINT1,RNF39,STAMBPL1,VAV3,ZNF835,ZRANB1","GOLGA6L9,RINT1,ZRANB1"
"3902","query_1",TRUE,0.0253885189852077,7,7,1,0.142857142857143,0.142857142857143,"GO:0030159","hsapien_HuRI_GOMF_EXP","signaling receptor complex adaptor activity",7702,844,"X","LAT","C4orf3,CYB561,CYBC1,LAT,SLC19A3,SLC35C2,SLC51B,SSMEM1,TMEM14B","CYB561,CYBC1,LAT,SLC19A3,SLC51B,SSMEM1,TMEM14B","SLC51B,TMEM14B"
"3914.11","query_1",TRUE,0.0140177797478858,2,6,1,0.166666666666667,0.5,"GO:0015228","hsapien_HuRI_GOMF_EXP","coenzyme A transmembrane transporter activity",7702,876,"X","SLC25A42","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2"
"3914.21","query_1",TRUE,0.0140177797478858,2,6,1,0.166666666666667,0.5,"GO:0080122","hsapien_HuRI_GOMF_EXP","AMP transmembrane transporter activity",7702,931,"X","SLC25A42","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2"
"3914.31","query_1",TRUE,0.0140177797478858,2,6,1,0.166666666666667,0.5,"GO:0043262","hsapien_HuRI_GOMF_EXP","adenosine-diphosphatase activity",7702,1522,"X","SLC25A42","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2"
"3914.41","query_1",TRUE,0.0210198438156154,3,6,1,0.166666666666667,0.333333333333333,"GO:0015217","hsapien_HuRI_GOMF_EXP","ADP transmembrane transporter activity",7702,739,"X","SLC25A42","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2"
"3914.51","query_1",TRUE,0.0210198438156154,3,6,1,0.166666666666667,0.333333333333333,"GO:0005347","hsapien_HuRI_GOMF_EXP","ATP transmembrane transporter activity",7702,1070,"X","SLC25A42","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2,SLC25A42,SMARCD1,ZNF417,ZNF69","KRT31,MTUS2"
"3948.11","query_1",TRUE,0.010906258114775,1,6,1,0.166666666666667,1,"GO:0046625","hsapien_HuRI_GOMF_EXP","sphingolipid binding",7702,295,"X","TRAF2","LNX1,SLF2,SPG21,TRAF2,TRIM14,TRIM50","LNX1,SLF2,SPG21,TRAF2,TRIM14,TRIM50","TRAF2,TRIM50"
"3948.21","query_1",TRUE,0.010906258114775,1,6,1,0.166666666666667,1,"GO:0043120","hsapien_HuRI_GOMF_EXP","tumor necrosis factor binding",7702,940,"X","TRAF2","LNX1,SLF2,SPG21,TRAF2,TRIM14,TRIM50","LNX1,SLF2,SPG21,TRAF2,TRIM14,TRIM50","TRAF2,TRIM50"
"4024","query_1",TRUE,0.0038950921838482,1,6,1,0.166666666666667,1,"GO:0004758","hsapien_HuRI_GOMF_EXP","serine C-palmitoyltransferase activity",7702,1923,"X","SPTSSA","HERPUD2,IER3IP1,SPTSSA,TMEM258,TMEM31,UBQLN1","HERPUD2,IER3IP1,SPTSSA,TMEM258,TMEM31,UBQLN1","TMEM258,UBQLN1"
"4037.11","query_1",TRUE,0.0166115068471706,2,8,1,0.125,0.5,"GO:0140090","hsapien_HuRI_GOMF_EXP","membrane curvature sensor activity",7702,1635,"X","PICK1","CARD9,HSF2BP,KIFC3,PICK1,SSX2IP,TFIP11,TSGA10IP,ZNF250","CARD9,HSF2BP,KIFC3,PICK1,SSX2IP,TFIP11,TSGA10IP,ZNF250","CARD9,SSX2IP"
"4037.21","query_1",TRUE,0.049744000548448,6,8,1,0.125,0.166666666666667,"GO:0050700","hsapien_HuRI_GOMF_EXP","CARD domain binding",7702,155,"X","CARD9","CARD9,HSF2BP,KIFC3,PICK1,SSX2IP,TFIP11,TSGA10IP,ZNF250","CARD9,HSF2BP,KIFC3,PICK1,SSX2IP,TFIP11,TSGA10IP,ZNF250","CARD9,SSX2IP"
"4133","query_1",TRUE,0.0054531290573876,1,7,1,0.142857142857143,1,"GO:0004769","hsapien_HuRI_GOMF_EXP","steroid delta-isomerase activity",7702,721,"X","EBP","CREB3L1,EBP,FXYD3,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,EBP,GPR152,MFSD5,TIMMDC1,TLCD1,TMEM14B","CREB3L1,TMEM14B"
"4160.11","query_1",TRUE,0.00727083874318279,1,8,1,0.125,1,"GO:0004769","hsapien_HuRI_GOMF_EXP","steroid delta-isomerase activity",7702,721,"X","EBP","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,TMEM14B"
"4160.21","query_1",TRUE,0.0362881552469416,5,8,1,0.125,0.2,"GO:0005385","hsapien_HuRI_GOMF_EXP","zinc ion transmembrane transporter activity",7702,1390,"X","SLC30A8","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,EBP,ERG28,FAM209A,SLC30A8,TMEM14B,TMEM222,TSPAN2","CREB3L1,TMEM14B"
"4266.11","query_1",TRUE,0.000137841829099538,7,6,2,0.333333333333333,0.285714285714286,"GO:0005164","hsapien_HuRI_GOMF_EXP","tumor necrosis factor receptor binding",7702,998,"X,X","TRAF1,TRAF2","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","TRAF1,TRAF2"
"4266.21","query_1",TRUE,0.000295068471340741,10,6,2,0.333333333333333,0.2,"GO:0031996","hsapien_HuRI_GOMF_EXP","thioesterase binding",7702,1833,"X,X","TRAF1,TRAF2","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","TRAF1,TRAF2"
"4266.31","query_1",TRUE,0.0101272396780053,1,6,1,0.166666666666667,1,"GO:0046625","hsapien_HuRI_GOMF_EXP","sphingolipid binding",7702,295,"X","TRAF2","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","TRAF1,TRAF2"
"4266.41","query_1",TRUE,0.0101272396780053,1,6,1,0.166666666666667,1,"GO:0005136","hsapien_HuRI_GOMF_EXP","interleukin-4 receptor binding",7702,709,"X","PIBF1","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","TRAF1,TRAF2"
"4266.51","query_1",TRUE,0.0101272396780053,1,6,1,0.166666666666667,1,"GO:0043120","hsapien_HuRI_GOMF_EXP","tumor necrosis factor binding",7702,940,"X","TRAF2","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","KANK2,PIBF1,TRAF1,TRAF2,UTP14C,ZNF627","TRAF1,TRAF2"
"142","query_1",TRUE,0.0212642519451737,2,5,1,0.2,0.5,"GO:0032592","hsapien_HuRI_GOCC_EXP","integral component of mitochondrial membrane",5171,302,"X","MFF","AGPAT4,AQP6,CDIPT,JAGN1,LEPROTL1,MFF,PLP1,TMEM14B,TMX2","CDIPT,JAGN1,MFF,PLP1,TMX2","MFF,TMEM14B"
"145.11","query_1",TRUE,0.0185650744536883,1,6,1,0.166666666666667,1,"GO:1990356","hsapien_HuRI_GOCC_EXP","sumoylated E2 ligase complex",5171,875,"X","UBE2I","AGR2,CFLAR,RIIAD1,TRAF1,TRAF2,UBE2I,VEZF1,ZNF618","AGR2,CFLAR,TRAF2,UBE2I,VEZF1,ZNF618","TRAF1,TRAF2"
"145.21","query_1",TRUE,0.0185650744536883,1,6,1,0.166666666666667,1,"GO:1990604","hsapien_HuRI_GOCC_EXP","IRE1-TRAF2-ASK1 complex",5171,920,"X","TRAF2","AGR2,CFLAR,RIIAD1,TRAF1,TRAF2,UBE2I,VEZF1,ZNF618","AGR2,CFLAR,TRAF2,UBE2I,VEZF1,ZNF618","TRAF1,TRAF2"
"145.31","query_1",TRUE,0.0371121942899091,2,6,1,0.166666666666667,0.5,"GO:1990234","hsapien_HuRI_GOCC_EXP","transferase complex",5171,9,"X","UBE2I","AGR2,CFLAR,RIIAD1,TRAF1,TRAF2,UBE2I,VEZF1,ZNF618","AGR2,CFLAR,TRAF2,UBE2I,VEZF1,ZNF618","TRAF1,TRAF2"
"145.41","query_1",TRUE,0.0371121942899091,2,6,1,0.166666666666667,0.5,"GO:0002947","hsapien_HuRI_GOCC_EXP","tumor necrosis factor receptor superfamily complex",5171,204,"X","TRAF2","AGR2,CFLAR,RIIAD1,TRAF1,TRAF2,UBE2I,VEZF1,ZNF618","AGR2,CFLAR,TRAF2,UBE2I,VEZF1,ZNF618","TRAF1,TRAF2"
"145.51","query_1",TRUE,0.0371121942899091,2,6,1,0.166666666666667,0.5,"GO:0097057","hsapien_HuRI_GOCC_EXP","TRAF2-GSTP1 complex",5171,223,"X","TRAF2","AGR2,CFLAR,RIIAD1,TRAF1,TRAF2,UBE2I,VEZF1,ZNF618","AGR2,CFLAR,TRAF2,UBE2I,VEZF1,ZNF618","TRAF1,TRAF2"
"207","query_1",TRUE,0.0489692767287098,668,7,4,0.571428571428571,0.00598802395209581,"GO:0005886","hsapien_HuRI_GOCC_EXP","plasma membrane",5171,379,"X,X,X,X","EMP1,FFAR2,PLP1,PMP22","ALOX5AP,AQP6,EMP1,FFAR2,GPR42,JPH1,MGAM,PLP1,PMP22,SLC18A1,SMIM3,TMEM120B,TMEM14B","ALOX5AP,EMP1,FFAR2,JPH1,MGAM,PLP1,PMP22","FFAR2,TMEM14B"
